id|version|current_holdings|previous_holdings|market_value|previous_market_value|pct_held|pct_portfolio|market_capitalization|q0_holding|q0_quarter|q0_source|q1_holding|q1_quarter|q1_source|q2_holding|q2_quarter|q2_source|q3_holding|q3_quarter|q3_source|q4_holding|q4_quarter|q4_source|q5_holding|q5_quarter|q5_source|q6_holding|q6_quarter|q6_source|q7_holding|q7_quarter|q7_source|q8_holding|q8_quarter|q8_source|p0_price|p1_price|p4_price|metro_area|firm_name|company_name|ticker|q0_market_value|qoq_net_change_flow|yoy_net_change_flow|qoq_inflow|qoq_outflow|yoy_inflow|yoy_outflow|qoq_new_positions|qoq_soldout_positions|qoq_increased_positions|qoq_decreased_positions|qoq_net_position_change|yoy_new_positions|yoy_soldout_positions|yoy_increased_positions|yoy_decreased_positions|yoy_net_position_change|new_positions|soldout_positions|increased_positions|decreased_positions|net_position_change|factset_security_id|factset_entity_id
1|1434811805|||||||1223971460.0||||||||||||||||||||||1425|2013-06-30T00:00:00+01:00|funds|1425|2013-03-31T00:00:00+00:00|funds||||Hartford/CT Metro|Zebra Capital Management LLC||||||||||0|0|0|0||0|0|0|0||0|0|0|0||W2C1TL-S-US|006W17-E
2|1434811805|||||||29667600.0|||||||820000|2014-09-30T00:00:00+01:00|funds|820000|2014-06-30T00:00:00+01:00|funds|833500|2014-03-31T00:00:00+01:00|funds|770000|2013-12-31T00:00:00+00:00|funds|770000|2013-09-30T00:00:00+01:00|funds|||||||||35.33|New York City/NY Metro|Allianz Global Investors U.S. LLC||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XR82MN-S-US|09N7PK-E
3|1434811805|||||||0.0|||||||33527|2014-09-30T00:00:00+01:00|funds|33527|2014-06-30T00:00:00+01:00|funds|24034|2014-03-31T00:00:00+01:00|funds|24034|2013-12-31T00:00:00+00:00|funds|23834|2013-09-30T00:00:00+01:00|funds|23834|2013-06-30T00:00:00+01:00|funds|23834|2013-03-31T00:00:00+00:00|funds|||10043.07|Stockholm/Sweden Metro|Första AP-fonden||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XR41SQ-S-FR|05JJC2-E
4|1434811805|||||||0.0||||1058|2014-12-31T00:00:00+00:00|funds|1058|2014-09-30T00:00:00+01:00|funds||||||||||||||||||||||Paris/Ile-de-France Metro|Amundi SA (Investment Management)||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XR41SQ-S-FR|094MG7-E
5|1434811805|||||||0.0||||||||||750|2014-06-30T00:00:00+01:00|funds|750|2014-03-31T00:00:00+01:00|funds|||||||||||||||10043.07|Paris/Ile-de-France Metro|TOBAM SAS||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XR41SQ-S-FR|07H1ZP-E
6|1434811805|||||||0.0||||20970|2014-12-31T00:00:00+00:00|funds|20970|2014-09-30T00:00:00+01:00|funds|19939|2014-06-30T00:00:00+01:00|funds|19445|2014-03-31T00:00:00+01:00|funds|17406|2013-12-31T00:00:00+00:00|funds|16098|2013-09-30T00:00:00+01:00|funds|13220|2013-06-30T00:00:00+01:00|funds|9418|2013-03-31T00:00:00+00:00|funds|||10043.07|London/UK Metro|Seven Investment Management LLP||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XR41SQ-S-FR|07812F-E
7|1434811805|||||||939774.0||||||||||||||||8884|2013-12-31T00:00:00+00:00|funds|8884|2013-09-30T00:00:00+01:00|funds|8884|2013-06-30T00:00:00+01:00|funds|8884|2013-03-31T00:00:00+00:00|funds||||Boston/MA Metro|Geode Capital Management LLC||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XR3570-S-US|0049LH-E
8|1434811805|||||||939774.0|||||||||||||||||||600|2013-09-30T00:00:00+01:00|funds|600|2013-06-30T00:00:00+01:00|funds|600|2013-03-31T00:00:00+00:00|funds||||Los Angeles/CA Metro|Los Angeles Capital Management & Equity Research, Inc.||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XR3570-S-US|05J6QK-E
9|1434811805|||||||939774.0|||||||||||||131616|2014-03-31T00:00:00+01:00|funds|131616|2013-12-31T00:00:00+00:00|funds|131616|2013-09-30T00:00:00+01:00|funds|131616|2013-06-30T00:00:00+01:00|funds|131616|2013-03-31T00:00:00+00:00|funds||||Philadelphia/PA Metro|The Vanguard Group, Inc.||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XR3570-S-US|002FYS-E
10|1434811805|||||||0.0|||||||||||||||||||||||||869000|2013-03-31T00:00:00+00:00|funds||||Zurich/Switzerland Metro|LGT Capital Partners (FL) AG||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQSN11-S|05S6MD-E
11|1434811805|||||||0.0||||||||||||||||3213000|2013-12-31T00:00:00+00:00|funds|4110000|2013-09-30T00:00:00+01:00|funds|4110000|2013-06-30T00:00:00+01:00|funds|4006000|2013-03-31T00:00:00+00:00|funds||||Boston/MA Metro|Putnam Investment Management LLC||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQSN11-S|002K96-E
12|1434811805|||||||0.0|||||||||||||||||||||||||5427000|2013-03-31T00:00:00+00:00|funds||||Brussels/Belgium Metro|BNP Paribas Investment Partners Belgium SA||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQSN11-S|09QWTV-E
13|1434811805|||||||0.0||||||||||||||||3000000|2013-12-31T00:00:00+00:00|funds|5878000|2013-09-30T00:00:00+01:00|funds|5878000|2013-06-30T00:00:00+01:00|funds|5878000|2013-03-31T00:00:00+00:00|funds||||London/UK Metro|GLG Partners LP||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQSN11-S|005VV0-E
14|1434811805|||||||0.0||||||||||||||||||||||20250000|2013-06-30T00:00:00+01:00|funds|20250000|2013-03-31T00:00:00+00:00|funds||||New York City/NY Metro|MacKay Shields LLC||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQSN11-S|000PC4-E
15|1434811805|||||||0.0|||||||||||||||||||||||||1546000|2013-03-31T00:00:00+00:00|funds||||Paris/Ile-de-France Metro|BNP Paribas Asset Management SAS||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQSN11-S|05FW5X-E
16|1434811805|||||||0.0|||||||||||||||||||||||||8000000|2013-03-31T00:00:00+00:00|funds||||New York City/NY Metro|Bessemer Investment Management LLC||||||||||0|0|0|0||0|0|0|0||0|0|0|0||VR5SW1-S|001Y83-E
17|1434811805|||||||0.0||||||||||||||||1000000|2013-12-31T00:00:00+00:00|funds|1750000|2013-09-30T00:00:00+01:00|funds|11350000|2013-06-30T00:00:00+01:00|funds|11350000|2013-03-31T00:00:00+00:00|funds||||Milan/Italy Metro|Aletti Gestielle SGR SpA||||||||||0|0|0|0||0|0|0|0||0|0|0|0||VR7WW0-S|05FWDQ-E
18|1434811805|||||||0.0|||||||||||||3000000|2014-03-31T00:00:00+01:00|funds|3000000|2013-12-31T00:00:00+00:00|funds||||8000000|2013-06-30T00:00:00+01:00|funds|8000000|2013-03-31T00:00:00+00:00|funds|||1.26625|Paris/Ile-de-France Metro|La Banque Postale Asset Management SA||||||||||0|0|0|0||0|0|0|0||0|0|0|0||VR7WW0-S|05FW7K-E
19|1434811805|||||||0.0|||||||||||||||||||264214|2013-09-30T00:00:00+01:00|funds|264214|2013-06-30T00:00:00+01:00|funds|256974|2013-03-31T00:00:00+00:00|funds||||London/UK Metro|Albemarle Asset Management Ltd.||||||||||0|0|0|0||0|0|0|0||0|0|0|0||VR7WW0-S|07621V-E
20|1434811805|||||||0.0||||||||||||||||||||||217925532|2013-06-30T00:00:00+01:00|funds|217925532|2013-03-31T00:00:00+00:00|funds||||Boston/MA Metro|Fidelity Management & Research Co.||||||||||0|0|0|0||0|0|0|0||0|0|0|0||VRNS2R-S|000KLZ-E
21|1434811805|||||||0.0|||||||2400|2014-09-30T00:00:00+01:00|funds|2400|2014-06-30T00:00:00+01:00|funds|2400|2014-03-31T00:00:00+01:00|funds|2400000|2013-12-31T00:00:00+00:00|funds|2400|2013-09-30T00:00:00+01:00|funds|2400|2013-06-30T00:00:00+01:00|funds||||||0.02813|New York City/NY Metro|AQR Capital Management LLC||||||||||0|0|0|0||0|0|0|0||0|0|0|0||VRNS2R-S|003LBB-E
22|1434811805|||||||16449767.0||||||||||||||||||||||968|2013-06-30T00:00:00+01:00|funds|968|2013-03-31T00:00:00+00:00|funds||||Chicago/IL Metro|Invesco PowerShares Capital Management LLC||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQFFKF-S|05TP21-E
23|1434811805|||||||16449767.0|||||||||||||||||||||||||2662|2013-03-31T00:00:00+00:00|funds||||Philadelphia/PA Metro|TFS Capital LLC||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQFFKF-S|006LKT-E
24|1434811805|||||||16449767.0|||||||||||||||||||||||||65100|2013-03-31T00:00:00+00:00|funds||||Houston/TX Metro|Bridgeway Capital Management, Inc.||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQFFKF-S|002V15-E
25|1434811805|||||||16449767.0||||||||||||||||||||||10100|2013-06-30T00:00:00+01:00|funds|10100|2013-03-31T00:00:00+00:00|funds||||Atlanta/GA Metro|Invesco Advisers, Inc.||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQFFKF-S|002HL1-E
26|1434811805|||||||16449767.0|||||||||||||||||||||||||32915|2013-03-31T00:00:00+00:00|funds||||Toronto/Ontario Metro|CI Investments, Inc.||||||||||0|0|0|0||0|0|0|0||0|0|0|0||XQFFKF-S|05H4CW-E
27|1434811805|||||||10197690400.0|||||||||||||||||||321807|2013-09-30T00:00:00+01:00|funds|321807|2013-06-30T00:00:00+01:00|funds|||||||Milwaukee/WI Metro|State of Wisconsin Investment Board||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|000WX0-E
28|1434811805|||||||10197690400.0|||||||||||||||||||134416|2013-09-30T00:00:00+01:00|funds|134416|2013-06-30T00:00:00+01:00|funds|159004|2013-03-31T00:00:00+00:00|funds||||Toronto/Ontario Metro|TD Asset Management, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|001ZHV-E
29|1434811805|||||||10197690400.0||||||||||||||||||||||16500|2013-06-30T00:00:00+01:00|13f|16500|2013-03-31T00:00:00+00:00|13f||||Pittsburgh/PA Metro|Guyasuta Investment Advisors, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002HKT-E
30|1434811805|||||||10197690400.0||||||||||||||||142737|2013-12-31T00:00:00+00:00|funds|160005|2013-09-30T00:00:00+01:00|funds|149422|2013-06-30T00:00:00+01:00|funds|158616|2013-03-31T00:00:00+00:00|funds||||Chicago/IL Metro|Northern Trust Investments, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05J871-E
31|1434811805|||||||10197690400.0|||||||||||||||||||97492|2013-09-30T00:00:00+01:00|funds|97492|2013-06-30T00:00:00+01:00|funds|99263|2013-03-31T00:00:00+00:00|funds||||Milan/Italy Metro|Arca SGR SpA||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05G4KW-E
32|1434811805|||||||10197690400.0|||||||||||||||||||4000|2013-09-30T00:00:00+01:00|13f|4000|2013-06-30T00:00:00+01:00|13f|6667|2013-03-31T00:00:00+00:00|13f||||St Louis/MO Metro|Central Trust & Investment Co.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002HTF-E
33|1434811805|||||||10197690400.0||||||||||||||||133692|2013-12-31T00:00:00+00:00|funds|133692|2013-09-30T00:00:00+01:00|funds|165187|2013-06-30T00:00:00+01:00|funds|38717|2013-03-31T00:00:00+00:00|funds||||New York City/NY Metro|SunAmerica Asset Management LLC||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|001JWR-E
34|1434811805|||||||10197690400.0||||||||||||||||1510|2013-12-31T00:00:00+00:00|funds|12732|2013-09-30T00:00:00+01:00|funds|12202|2013-06-30T00:00:00+01:00|funds|12202|2013-03-31T00:00:00+00:00|funds||||London/UK Metro|Aviva Investors Global Services Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05G6QK-E
35|1434811805|||||||10197690400.0|||||||||||||||||||||||||52400|2013-03-31T00:00:00+00:00|funds||||Tokyo/Japan Metro|Invesco Asset Management (Japan) Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05FWLP-E
36|1434811805|||||||10197690400.0|||||||||||||||||||||||||660|2013-03-31T00:00:00+00:00|funds||||Munich/Germany Metro|W&W Asset Management GmbH||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05HPRQ-E
37|1434811805|||||||10197690400.0||||||||||||||||7639427|2013-12-31T00:00:00+00:00|funds|10636227|2013-09-30T00:00:00+01:00|funds|12278508|2013-06-30T00:00:00+01:00|funds|14438928|2013-03-31T00:00:00+00:00|funds||||Boston/MA Metro|Fidelity Management & Research Co.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|000KLZ-E
38|1434811805|||||||10197690400.0||||||||||||||||795699|2013-12-31T00:00:00+00:00|funds|795699|2013-09-30T00:00:00+01:00|funds|2796367|2013-06-30T00:00:00+01:00|funds|2781894|2013-03-31T00:00:00+00:00|funds||||New York City/NY Metro|Teachers Advisors, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002HP5-E
39|1434811805|||||||10197690400.0|||||||||||||||||||4500|2013-09-30T00:00:00+01:00|funds|4500|2013-06-30T00:00:00+01:00|funds|||||||London/UK Metro|Putnam Investments Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05HX1N-E
40|1434811805|||||||10197690400.0||||||||||||||||22379|2013-12-31T00:00:00+00:00|funds|22379|2013-09-30T00:00:00+01:00|funds|22379|2013-06-30T00:00:00+01:00|funds|||||||New York City/NY Metro|Bessemer Investment Management LLC||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|001Y83-E
41|1434811805|||||||10197690400.0|||||||||||||||||||32411|2013-09-30T00:00:00+01:00|funds|32411|2013-06-30T00:00:00+01:00|funds|21109|2013-03-31T00:00:00+00:00|funds||||San Francisco/CA Metro|WHV Investments, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002D10-E
42|1434811805|||||||10197690400.0||||||||||||||||||||||13499|2013-06-30T00:00:00+01:00|13f|13499|2013-03-31T00:00:00+00:00|13f||||Cincinnati/OH Metro|Bahl & Gaynor, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002G6D-E
43|1434811805|||||||10197690400.0|||||||||||||||||||6398|2013-09-30T00:00:00+01:00|funds|6398|2013-06-30T00:00:00+01:00|funds|||||||Milan/Italy Metro|Pioneer Investment Management SGRpA||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05KZ0Q-E
44|1434811805|||||||10197690400.0|||||||||||||11893|2014-03-31T00:00:00+01:00|funds|16075|2013-12-31T00:00:00+00:00|funds|16075|2013-09-30T00:00:00+01:00|funds|4182|2013-06-30T00:00:00+01:00|funds|25063|2013-03-31T00:00:00+00:00|funds||||Dublin/Ireland Metro|Fideuram Asset Management (Ireland) Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05KBWD-E
45|1434811805|||||||10197690400.0||||||||||||||||170739|2013-12-31T00:00:00+00:00|funds|170739|2013-09-30T00:00:00+01:00|funds|163812|2013-06-30T00:00:00+01:00|funds|154047|2013-03-31T00:00:00+00:00|funds||||San Francisco/CA Metro|Charles Schwab Investment Management, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002HXG-E
46|1434811805|||||||10197690400.0||||||||||||||||32551|2013-12-31T00:00:00+00:00|funds|156945|2013-09-30T00:00:00+01:00|funds|152722|2013-06-30T00:00:00+01:00|funds|190553|2013-03-31T00:00:00+00:00|funds||||New York City/NY Metro|JPMorgan Investment Management, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|000Q6S-E
47|1434811805|||||||10197690400.0||||||||||||||||||||||2309976|2013-06-30T00:00:00+01:00|funds|2309976|2013-03-31T00:00:00+00:00|funds||||New York City/NY Metro|Jennison Associates LLC||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|001FKZ-E
48|1434811805|||||||10197690400.0|||||||||||||||||||105639|2013-09-30T00:00:00+01:00|funds|105639|2013-06-30T00:00:00+01:00|funds|||||||Seattle/WA Metro|Russell Investment Management Co.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002H7Y-E
49|1434811805|||||||10197690400.0||||||||||||||||||||||221|2013-06-30T00:00:00+01:00|13f|||||||Chicago/IL Metro|Old Second National Bank||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002BFN-E
50|1434811805|||||||10197690400.0||||||||||||||||11757|2013-12-31T00:00:00+00:00|funds|11757|2013-09-30T00:00:00+01:00|funds|11757|2013-06-30T00:00:00+01:00|funds|11757|2013-03-31T00:00:00+00:00|funds||||Amsterdam/NL Metro|Delta Lloyd Asset Management NV||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05G7PL-E
51|1434811805|||||||10197690400.0|||||||||||||||||||4768|2013-09-30T00:00:00+01:00|funds|4768|2013-06-30T00:00:00+01:00|funds|4768|2013-03-31T00:00:00+00:00|funds||||Stockholm/Sweden Metro|Swedbank Robur Fonder AB||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05GVFN-E
52|1434811805|||||||10197690400.0|||||||||||||||||||899465|2013-09-30T00:00:00+01:00|funds|899465|2013-06-30T00:00:00+01:00|funds|2699578|2013-03-31T00:00:00+00:00|funds||||Kansas City/MO Metro|Waddell & Reed Investment Management Co.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002J5L-E
53|1434811805|||||||10197690400.0||||||||||||||||23273|2013-12-31T00:00:00+00:00|funds|23273|2013-09-30T00:00:00+01:00|funds|19565|2013-06-30T00:00:00+01:00|funds|22714|2013-03-31T00:00:00+00:00|funds||||Munich/Germany Metro|Siemens Fonds Invest GmbH||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05GDR0-E
54|1434811805|||||||10197690400.0||||||||||||||||21452|2013-12-31T00:00:00+00:00|funds|21452|2013-09-30T00:00:00+01:00|funds|21452|2013-06-30T00:00:00+01:00|funds|22877|2013-03-31T00:00:00+00:00|funds||||New York City/NY Metro|The Dreyfus Corp.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|000HPH-E
55|1434811805|||||||10197690400.0||||||||||||||||54262|2013-12-31T00:00:00+00:00|funds|54262|2013-09-30T00:00:00+01:00|funds|65562|2013-06-30T00:00:00+01:00|funds|58028|2013-03-31T00:00:00+00:00|funds||||Zurich/Switzerland Metro|UBS AG (Investment Management)||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05FWL8-E
56|1434811805|||||||10197690400.0|||||||||||||||||||242255|2013-09-30T00:00:00+01:00|funds|242255|2013-06-30T00:00:00+01:00|funds|267324|2013-03-31T00:00:00+00:00|funds||||Stockholm/Sweden Metro|Fjärde AP-fonden||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05JJ9M-E
57|1434811805|||||||10197690400.0||||||||||||||||80300|2013-12-31T00:00:00+00:00|funds|80300|2013-09-30T00:00:00+01:00|funds|80300|2013-06-30T00:00:00+01:00|funds|74230|2013-03-31T00:00:00+00:00|funds||||London/UK Metro|MFS International (UK) Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05M7YH-E
58|1434811805|||||||10197690400.0|||||||||||||||||||9200|2013-09-30T00:00:00+01:00|funds|9200|2013-06-30T00:00:00+01:00|funds|9200|2013-03-31T00:00:00+00:00|funds||||Richmond/VA Metro|Yorktown Management & Research Co., Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05FYQF-E
59|1434811805|||||||10197690400.0||||||||||||||||394|2013-12-31T00:00:00+00:00|funds|394|2013-09-30T00:00:00+01:00|funds|394|2013-06-30T00:00:00+01:00|funds|||||||Frankfurt/Germany Metro|Nomura Asset Management Deutschland KAG mbH||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05GDRD-E
60|1434811805|||||||10197690400.0||||||||||||||||||||||5000|2013-06-30T00:00:00+01:00|funds|5000|2013-03-31T00:00:00+00:00|funds||||London/UK Metro|Epworth Investment Management Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05LLZG-E
61|1434811805|||||||10197690400.0|||||||||||||||||||||||||338200|2013-03-31T00:00:00+00:00|funds||||Pittsburgh/PA Metro|Federated Investment Management Co.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05P5CR-E
62|1434811805|||||||10197690400.0||||||||||||||||8500|2013-12-31T00:00:00+00:00|funds|94615|2013-09-30T00:00:00+01:00|funds|86115|2013-06-30T00:00:00+01:00|funds|141001|2013-03-31T00:00:00+00:00|funds||||London/UK Metro|Goldman Sachs Asset Management International Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05H8J8-E
63|1434811805|||||||10197690400.0|||||||||||||||||||||||||173827|2013-03-31T00:00:00+00:00|funds||||Scotland/UK Metro|The Royal Bank of Scotland Plc (Invt Mgmt)||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05G1SL-E
64|1434811805|||||||10197690400.0||||||||||||||||312721|2013-12-31T00:00:00+00:00|funds|312721|2013-09-30T00:00:00+01:00|funds||||||||||New York City/NY Metro|Alkeon Capital Management LLC||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05KP9Z-E
65|1434811805|||||||10197690400.0||||||||||||||||20017|2013-12-31T00:00:00+00:00|funds|20017|2013-09-30T00:00:00+01:00|funds|20017|2013-06-30T00:00:00+01:00|funds|||||||Scotland/UK Metro|Santander Asset Management UK Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05FWKW-E
66|1434811805|||||||10197690400.0|||||||||||||||||||6833|2013-09-30T00:00:00+01:00|funds|1610410|2013-06-30T00:00:00+01:00|funds|1613948|2013-03-31T00:00:00+00:00|funds||||Boston/MA Metro|Loomis, Sayles & Co. LP||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|000P8J-E
67|1434811805|||||||10197690400.0||||||||||||||||19573|2013-12-31T00:00:00+00:00|funds|19573|2013-09-30T00:00:00+01:00|funds|20699|2013-06-30T00:00:00+01:00|funds|20796|2013-03-31T00:00:00+00:00|funds||||Paris/Ile-de-France Metro|Etoile Gestion SA||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05FW6N-E
68|1434811805|||||||10197690400.0|||||||||||||||||||1545|2013-09-30T00:00:00+01:00|funds|1545|2013-06-30T00:00:00+01:00|funds|430669|2013-03-31T00:00:00+00:00|funds||||New York City/NY Metro|Deutsche Investment Management Americas, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|001XT4-E
69|1434811805|||||||10197690400.0||||||||||||||||||||||895000|2013-06-30T00:00:00+01:00|funds|895000|2013-03-31T00:00:00+00:00|funds||||Frankfurt/Germany Metro|Union Investment Privatfonds GmbH||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05GDRG-E
70|1434811805|||||||10197690400.0|||||||||||||||||||||||||12500|2013-03-31T00:00:00+00:00|13f||||New York City/NY Metro|Griffin Asset Management, Inc.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002GCJ-E
71|1434811805|||||||10197690400.0|||||||||||||||||||||||||26619|2013-03-31T00:00:00+00:00|13f||||Charlotte/NC Metro|Sterling Capital Management LLC||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|002JHW-E
72|1434811805|||||||10197690400.0||||||||||||||||||||||232784|2013-06-30T00:00:00+01:00|funds|232784|2013-03-31T00:00:00+00:00|funds||||Baltimore/Wash DC Metro|Torray LLC||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|001P6G-E
73|1434811805|||||||10197690400.0||||||||||||||||513465|2013-12-31T00:00:00+00:00|funds|513465|2013-09-30T00:00:00+01:00|funds|562163|2013-06-30T00:00:00+01:00|funds|588649|2013-03-31T00:00:00+00:00|funds||||Zurich/Switzerland Metro|Credit Suisse AG||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05G643-E
74|1434811805|||||||10197690400.0|||||||||||||||||||3203347|2013-09-30T00:00:00+01:00|funds|4240889|2013-06-30T00:00:00+01:00|funds|4022377|2013-03-31T00:00:00+00:00|funds||||Milwaukee/WI Metro|Artisan Partners LP||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|001L2N-E
75|1434811805|||||||10197690400.0||||||||||||||||40000|2013-12-31T00:00:00+00:00|funds|40000|2013-09-30T00:00:00+01:00|funds|40000|2013-06-30T00:00:00+01:00|funds|||||||Brussels/Belgium Metro|CAPFI DELEN Asset Management SA||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05K7XR-E
76|1434811805|||||||10197690400.0|||||||||||||||||||10000|2013-09-30T00:00:00+01:00|funds|10000|2013-06-30T00:00:00+01:00|funds|||||||Chicago/IL Metro|Illinois State Board of Investment||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05NDVW-E
77|1434811805|||||||10197690400.0|||||||||||||||||||320634|2013-09-30T00:00:00+01:00|funds|320634|2013-06-30T00:00:00+01:00|funds|296830|2013-03-31T00:00:00+00:00|funds||||London/UK Metro|Legal & General Investment Management Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05J6LL-E
78|1434811805|||||||10197690400.0|||||||||||||||||||100000|2013-09-30T00:00:00+01:00|funds|619439|2013-06-30T00:00:00+01:00|funds|619439|2013-03-31T00:00:00+00:00|funds||||London/UK Metro|Franklin Templeton Investment Management Ltd.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05FWF7-E
79|1434811805|||||||10197690400.0||||||||||||||||||||||444|2013-06-30T00:00:00+01:00|13f|444|2013-03-31T00:00:00+00:00|13f||||Seattle/WA Metro|Saturna Capital Corp.||DEMBF-US||||||||0|0|0|0||0|0|0|0||0|0|0|0||WM2R2C-S-US|05GH73-E
